"Data, valanda";"Kiekis, kWh"
"2026-03-07T01:15:00+02:00";"0.053"
"2026-03-07T01:30:00+02:00";"0.056"
"2026-03-07T01:45:00+02:00";"0.048"
"2026-03-07T02:00:00+02:00";"0.056"
"2026-03-07T02:15:00+02:00";"0.055"
"2026-03-07T02:30:00+02:00";"0.055"
"2026-03-07T02:45:00+02:00";"0.056"
"2026-03-07T03:00:00+02:00";"0.055"
"2026-03-07T03:15:00+02:00";"0.054"
"2026-03-07T03:30:00+02:00";"0.058"
"2026-03-07T03:45:00+02:00";"0.062"
"2026-03-07T04:00:00+02:00";"0.062"
"2026-03-07T04:15:00+02:00";"0.061"
"2026-03-07T04:30:00+02:00";"0.050"
"2026-03-07T04:45:00+02:00";"0.054"
"2026-03-07T05:00:00+02:00";"0.057"
"2026-03-07T05:15:00+02:00";"0.057"
"2026-03-07T05:30:00+02:00";"0.063"
"2026-03-07T05:45:00+02:00";"0.063"
"2026-03-07T06:00:00+02:00";"0.063"
"2026-03-07T06:15:00+02:00";"0.061"
"2026-03-07T06:30:00+02:00";"0.063"
"2026-03-07T06:45:00+02:00";"0.063"
"2026-03-07T07:00:00+02:00";"0.055"
"2026-03-07T07:15:00+02:00";"0.062"
"2026-03-07T07:30:00+02:00";"0.060"
"2026-03-07T07:45:00+02:00";"0.063"
"2026-03-07T08:00:00+02:00";"0.062"
"2026-03-07T08:15:00+02:00";"0.062"
"2026-03-07T08:30:00+02:00";"0.248"
"2026-03-07T08:45:00+02:00";"0.080"
"2026-03-07T09:00:00+02:00";"0.087"
"2026-03-07T09:15:00+02:00";"0.068"
"2026-03-07T09:30:00+02:00";"0.051"
"2026-03-07T09:45:00+02:00";"0.053"
"2026-03-07T10:00:00+02:00";"0.055"
"2026-03-07T10:15:00+02:00";"0.051"
"2026-03-07T10:30:00+02:00";"0.054"
"2026-03-07T10:45:00+02:00";"0.073"
"2026-03-07T11:00:00+02:00";"0.056"
"2026-03-07T11:15:00+02:00";"0.062"
"2026-03-07T11:30:00+02:00";"0.084"
"2026-03-07T11:45:00+02:00";"0.067"
"2026-03-07T12:00:00+02:00";"0.063"
"2026-03-07T12:15:00+02:00";"0.052"
"2026-03-07T12:30:00+02:00";"0.058"
"2026-03-07T12:45:00+02:00";"0.076"
"2026-03-07T13:00:00+02:00";"0.252"
"2026-03-07T13:15:00+02:00";"0.128"
"2026-03-07T13:30:00+02:00";"0.144"
"2026-03-07T13:45:00+02:00";"0.082"
"2026-03-07T14:00:00+02:00";"0.456"
"2026-03-07T14:15:00+02:00";"0.332"
"2026-03-07T14:30:00+02:00";"0.076"
"2026-03-07T14:45:00+02:00";"0.081"
"2026-03-07T15:00:00+02:00";"0.088"
"2026-03-07T15:15:00+02:00";"0.099"
"2026-03-07T15:30:00+02:00";"0.103"
"2026-03-07T15:45:00+02:00";"0.059"
"2026-03-07T16:00:00+02:00";"0.369"
"2026-03-07T16:15:00+02:00";"0.145"
"2026-03-07T16:30:00+02:00";"0.182"
"2026-03-07T16:45:00+02:00";"0.169"
"2026-03-07T17:00:00+02:00";"0.164"
"2026-03-07T17:15:00+02:00";"0.146"
"2026-03-07T17:30:00+02:00";"0.078"
"2026-03-07T17:45:00+02:00";"0.134"
"2026-03-07T18:00:00+02:00";"0.170"
"2026-03-07T18:15:00+02:00";"0.108"
"2026-03-07T18:30:00+02:00";"0.087"
"2026-03-07T18:45:00+02:00";"0.145"
"2026-03-07T19:00:00+02:00";"0.099"
"2026-03-07T19:15:00+02:00";"0.106"
"2026-03-07T19:30:00+02:00";"0.390"
"2026-03-07T19:45:00+02:00";"0.258"
"2026-03-07T20:00:00+02:00";"0.225"
"2026-03-07T20:15:00+02:00";"0.142"
"2026-03-07T20:30:00+02:00";"0.173"
"2026-03-07T20:45:00+02:00";"0.140"
"2026-03-07T21:00:00+02:00";"0.088"
"2026-03-07T21:15:00+02:00";"0.114"
"2026-03-07T21:30:00+02:00";"0.065"
"2026-03-07T21:45:00+02:00";"0.050"
"2026-03-07T22:00:00+02:00";"0.050"
"2026-03-07T22:15:00+02:00";"0.033"
"2026-03-07T22:30:00+02:00";"0.033"
"2026-03-07T22:45:00+02:00";"0.031"
"2026-03-07T23:00:00+02:00";"0.028"
"2026-03-07T23:15:00+02:00";"0.035"
"2026-03-07T23:30:00+02:00";"0.041"
"2026-03-07T23:45:00+02:00";"0.040"
"2026-03-08T00:00:00+02:00";"0.036"
"2026-03-08T00:15:00+02:00";"0.035"
"2026-03-08T00:30:00+02:00";"0.034"
"2026-03-08T00:45:00+02:00";"0.040"
"2026-03-08T01:00:00+02:00";"0.039"
"2026-03-08T01:15:00+02:00";"0.042"
"2026-03-08T01:30:00+02:00";"0.038"
"2026-03-08T01:45:00+02:00";"0.038"
"2026-03-08T02:00:00+02:00";"0.036"
"2026-03-08T02:15:00+02:00";"0.042"
"2026-03-08T02:30:00+02:00";"0.057"
"2026-03-08T02:45:00+02:00";"0.043"
"2026-03-08T03:00:00+02:00";"0.044"
"2026-03-08T03:15:00+02:00";"0.051"
"2026-03-08T03:30:00+02:00";"0.050"
"2026-03-08T03:45:00+02:00";"0.052"
"2026-03-08T04:00:00+02:00";"0.043"
"2026-03-08T04:15:00+02:00";"0.047"
"2026-03-08T04:30:00+02:00";"0.047"
"2026-03-08T04:45:00+02:00";"0.048"
"2026-03-08T05:00:00+02:00";"0.043"
"2026-03-08T05:15:00+02:00";"0.044"
"2026-03-08T05:30:00+02:00";"0.045"
"2026-03-08T05:45:00+02:00";"0.048"
"2026-03-08T06:00:00+02:00";"0.049"
"2026-03-08T06:15:00+02:00";"0.039"
"2026-03-08T06:30:00+02:00";"0.044"
"2026-03-08T06:45:00+02:00";"0.051"
"2026-03-08T07:00:00+02:00";"0.050"
"2026-03-08T07:15:00+02:00";"0.057"
"2026-03-08T07:30:00+02:00";"0.049"
"2026-03-08T07:45:00+02:00";"0.043"
"2026-03-08T08:00:00+02:00";"0.047"
"2026-03-08T08:15:00+02:00";"0.169"
"2026-03-08T08:30:00+02:00";"0.262"
"2026-03-08T08:45:00+02:00";"0.332"
"2026-03-08T09:00:00+02:00";"0.057"
"2026-03-08T09:15:00+02:00";"0.312"
"2026-03-08T09:30:00+02:00";"0.220"
"2026-03-08T09:45:00+02:00";"0.285"
"2026-03-08T10:00:00+02:00";"0.050"
"2026-03-08T10:15:00+02:00";"0.053"
"2026-03-08T10:30:00+02:00";"0.376"
"2026-03-08T10:45:00+02:00";"0.118"
"2026-03-08T11:00:00+02:00";"0.096"
"2026-03-08T11:15:00+02:00";"0.042"
"2026-03-08T11:30:00+02:00";"0.050"
"2026-03-08T11:45:00+02:00";"0.061"
"2026-03-08T12:00:00+02:00";"0.144"
"2026-03-08T12:15:00+02:00";"0.142"
"2026-03-08T12:30:00+02:00";"0.091"
"2026-03-08T12:45:00+02:00";"0.080"
"2026-03-08T13:00:00+02:00";"0.088"
"2026-03-08T13:15:00+02:00";"0.111"
"2026-03-08T13:30:00+02:00";"0.163"
"2026-03-08T13:45:00+02:00";"0.081"
"2026-03-08T14:00:00+02:00";"0.076"
"2026-03-08T14:15:00+02:00";"0.073"
"2026-03-08T14:30:00+02:00";"0.142"
"2026-03-08T14:45:00+02:00";"0.111"
"2026-03-08T15:00:00+02:00";"0.065"
"2026-03-08T15:15:00+02:00";"0.062"
"2026-03-08T15:30:00+02:00";"0.061"
"2026-03-08T15:45:00+02:00";"0.063"
"2026-03-08T16:00:00+02:00";"0.063"
"2026-03-08T16:15:00+02:00";"0.064"
"2026-03-08T16:30:00+02:00";"0.227"
"2026-03-08T16:45:00+02:00";"0.371"
"2026-03-08T17:00:00+02:00";"0.109"
"2026-03-08T17:15:00+02:00";"0.111"
"2026-03-08T17:30:00+02:00";"0.157"
"2026-03-08T17:45:00+02:00";"0.516"
"2026-03-08T18:00:00+02:00";"0.745"
"2026-03-08T18:15:00+02:00";"0.080"
"2026-03-08T18:30:00+02:00";"0.101"
"2026-03-08T18:45:00+02:00";"0.788"
"2026-03-08T19:00:00+02:00";"0.133"
"2026-03-08T19:15:00+02:00";"0.308"
"2026-03-08T19:30:00+02:00";"0.203"
"2026-03-08T19:45:00+02:00";"0.234"
"2026-03-08T20:00:00+02:00";"0.159"
"2026-03-08T20:15:00+02:00";"0.084"
"2026-03-08T20:30:00+02:00";"0.075"
"2026-03-08T20:45:00+02:00";"0.067"
"2026-03-08T21:00:00+02:00";"0.074"
"2026-03-08T21:15:00+02:00";"0.081"
"2026-03-08T21:30:00+02:00";"0.145"
"2026-03-08T21:45:00+02:00";"0.137"
"2026-03-08T22:00:00+02:00";"0.065"
"2026-03-08T22:15:00+02:00";"0.042"
"2026-03-08T22:30:00+02:00";"0.052"
"2026-03-08T22:45:00+02:00";"0.053"
"2026-03-08T23:00:00+02:00";"0.051"
"2026-03-08T23:15:00+02:00";"0.044"
"2026-03-08T23:30:00+02:00";"0.046"
"2026-03-08T23:45:00+02:00";"0.042"
"2026-03-09T00:00:00+02:00";"0.045"
"2026-03-09T00:15:00+02:00";"0.037"
"2026-03-09T00:30:00+02:00";"0.038"
"2026-03-09T00:45:00+02:00";"0.049"
"2026-03-09T01:00:00+02:00";"0.050"
"2026-03-09T01:15:00+02:00";"0.048"
"2026-03-09T01:30:00+02:00";"0.050"
"2026-03-09T01:45:00+02:00";"0.046"
"2026-03-09T02:00:00+02:00";"0.042"
"2026-03-09T02:15:00+02:00";"0.050"
"2026-03-09T02:30:00+02:00";"0.048"
"2026-03-09T02:45:00+02:00";"0.047"
"2026-03-09T03:00:00+02:00";"0.041"
"2026-03-09T03:15:00+02:00";"0.044"
"2026-03-09T03:30:00+02:00";"0.046"
"2026-03-09T03:45:00+02:00";"0.047"
"2026-03-09T04:00:00+02:00";"0.047"
"2026-03-09T04:15:00+02:00";"0.042"
"2026-03-09T04:30:00+02:00";"0.046"
"2026-03-09T04:45:00+02:00";"0.047"
"2026-03-09T05:00:00+02:00";"0.048"
"2026-03-09T05:15:00+02:00";"0.047"
"2026-03-09T05:30:00+02:00";"0.041"
"2026-03-09T05:45:00+02:00";"0.048"
"2026-03-09T06:00:00+02:00";"0.044"
"2026-03-09T06:15:00+02:00";"0.048"
"2026-03-09T06:30:00+02:00";"0.047"
"2026-03-09T06:45:00+02:00";"0.048"
"2026-03-09T07:00:00+02:00";"0.041"
"2026-03-09T07:15:00+02:00";"0.044"
"2026-03-09T07:30:00+02:00";"0.048"
"2026-03-09T07:45:00+02:00";"0.048"
"2026-03-09T08:00:00+02:00";"0.048"
"2026-03-09T08:15:00+02:00";"0.058"
"2026-03-09T08:30:00+02:00";"0.684"
"2026-03-09T08:45:00+02:00";"0.292"
"2026-03-09T09:00:00+02:00";"0.138"
"2026-03-09T09:15:00+02:00";"0.070"
"2026-03-09T09:30:00+02:00";"0.101"
"2026-03-09T09:45:00+02:00";"0.090"
"2026-03-09T10:00:00+02:00";"0.170"
"2026-03-09T10:15:00+02:00";"0.064"
"2026-03-09T10:30:00+02:00";"0.239"
"2026-03-09T10:45:00+02:00";"0.264"
"2026-03-09T11:00:00+02:00";"0.357"
"2026-03-09T11:15:00+02:00";"0.276"
"2026-03-09T11:30:00+02:00";"0.229"
"2026-03-09T11:45:00+02:00";"0.064"
"2026-03-09T12:00:00+02:00";"0.074"
"2026-03-09T12:15:00+02:00";"0.137"
"2026-03-09T12:30:00+02:00";"0.175"
"2026-03-09T12:45:00+02:00";"0.173"
"2026-03-09T13:00:00+02:00";"0.071"
"2026-03-09T13:15:00+02:00";"0.048"
"2026-03-09T13:30:00+02:00";"0.053"
"2026-03-09T13:45:00+02:00";"0.066"
"2026-03-09T14:00:00+02:00";"0.064"
"2026-03-09T14:15:00+02:00";"0.039"
"2026-03-09T14:30:00+02:00";"0.049"
"2026-03-09T14:45:00+02:00";"0.045"
"2026-03-09T15:00:00+02:00";"0.060"
"2026-03-09T15:15:00+02:00";"0.183"
"2026-03-09T15:30:00+02:00";"0.058"
"2026-03-09T15:45:00+02:00";"0.058"
"2026-03-09T16:00:00+02:00";"0.059"
"2026-03-09T16:15:00+02:00";"0.052"
"2026-03-09T16:30:00+02:00";"0.052"
"2026-03-09T16:45:00+02:00";"0.062"
"2026-03-09T17:00:00+02:00";"0.064"
"2026-03-09T17:15:00+02:00";"0.058"
"2026-03-09T17:30:00+02:00";"0.057"
"2026-03-09T17:45:00+02:00";"0.066"
"2026-03-09T18:00:00+02:00";"0.067"
"2026-03-09T18:15:00+02:00";"0.075"
"2026-03-09T18:30:00+02:00";"0.395"
"2026-03-09T18:45:00+02:00";"0.090"
"2026-03-09T19:00:00+02:00";"0.104"
"2026-03-09T19:15:00+02:00";"0.126"
"2026-03-09T19:30:00+02:00";"0.122"
"2026-03-09T19:45:00+02:00";"0.138"
"2026-03-09T20:00:00+02:00";"0.129"
"2026-03-09T20:15:00+02:00";"0.121"
"2026-03-09T20:30:00+02:00";"0.124"
"2026-03-09T20:45:00+02:00";"0.175"
"2026-03-09T21:00:00+02:00";"0.475"
"2026-03-09T21:15:00+02:00";"0.418"
"2026-03-09T21:30:00+02:00";"0.145"
"2026-03-09T21:45:00+02:00";"0.187"
"2026-03-09T22:00:00+02:00";"0.386"
"2026-03-09T22:15:00+02:00";"0.114"
"2026-03-09T22:30:00+02:00";"0.115"
"2026-03-09T22:45:00+02:00";"0.110"
"2026-03-09T23:00:00+02:00";"0.114"
"2026-03-09T23:15:00+02:00";"0.098"
"2026-03-09T23:30:00+02:00";"0.090"
"2026-03-09T23:45:00+02:00";"0.091"
"2026-03-10T00:00:00+02:00";"0.088"
"2026-03-10T00:15:00+02:00";"0.091"
"2026-03-10T00:30:00+02:00";"0.097"
"2026-03-10T00:45:00+02:00";"0.097"
"2026-03-10T01:00:00+02:00";"0.099"
"2026-03-10T01:15:00+02:00";"0.097"
"2026-03-10T01:30:00+02:00";"0.096"
"2026-03-10T01:45:00+02:00";"0.096"
"2026-03-10T02:00:00+02:00";"0.094"
"2026-03-10T02:15:00+02:00";"0.099"
"2026-03-10T02:30:00+02:00";"0.099"
"2026-03-10T02:45:00+02:00";"0.098"
"2026-03-10T03:00:00+02:00";"0.093"
"2026-03-10T03:15:00+02:00";"0.092"
"2026-03-10T03:30:00+02:00";"0.099"
"2026-03-10T03:45:00+02:00";"0.099"
"2026-03-10T04:00:00+02:00";"0.098"
"2026-03-10T04:15:00+02:00";"0.095"
"2026-03-10T04:30:00+02:00";"0.094"
"2026-03-10T04:45:00+02:00";"0.092"
"2026-03-10T05:00:00+02:00";"0.102"
"2026-03-10T05:15:00+02:00";"0.099"
"2026-03-10T05:30:00+02:00";"0.097"
"2026-03-10T05:45:00+02:00";"0.092"
"2026-03-10T06:00:00+02:00";"0.094"
"2026-03-10T06:15:00+02:00";"0.091"
"2026-03-10T06:30:00+02:00";"0.103"
"2026-03-10T06:45:00+02:00";"0.091"
"2026-03-10T07:00:00+02:00";"0.041"
"2026-03-10T07:15:00+02:00";"0.028"
"2026-03-10T07:30:00+02:00";"0.033"
"2026-03-10T07:45:00+02:00";"0.035"
"2026-03-10T08:00:00+02:00";"0.042"
"2026-03-10T08:15:00+02:00";"0.041"
"2026-03-10T08:30:00+02:00";"0.050"
"2026-03-10T08:45:00+02:00";"0.383"
"2026-03-10T09:00:00+02:00";"0.227"
"2026-03-10T09:15:00+02:00";"0.180"
"2026-03-10T09:30:00+02:00";"0.095"
"2026-03-10T09:45:00+02:00";"0.160"
"2026-03-10T10:00:00+02:00";"0.055"
"2026-03-10T10:15:00+02:00";"0.068"
"2026-03-10T10:30:00+02:00";"0.050"
"2026-03-10T10:45:00+02:00";"0.053"
"2026-03-10T11:00:00+02:00";"0.058"
"2026-03-10T11:15:00+02:00";"0.056"
"2026-03-10T11:30:00+02:00";"0.049"
"2026-03-10T11:45:00+02:00";"0.048"
"2026-03-10T12:00:00+02:00";"0.061"
"2026-03-10T12:15:00+02:00";"0.053"
"2026-03-10T12:30:00+02:00";"0.051"
"2026-03-10T12:45:00+02:00";"0.061"
"2026-03-10T13:00:00+02:00";"0.051"
"2026-03-10T13:15:00+02:00";"0.073"
"2026-03-10T13:30:00+02:00";"0.045"
"2026-03-10T13:45:00+02:00";"0.048"
"2026-03-10T14:00:00+02:00";"0.054"
"2026-03-10T14:15:00+02:00";"0.055"
"2026-03-10T14:30:00+02:00";"0.050"
"2026-03-10T14:45:00+02:00";"0.257"
"2026-03-10T15:00:00+02:00";"0.247"
"2026-03-10T15:15:00+02:00";"0.268"
"2026-03-10T15:30:00+02:00";"0.172"
"2026-03-10T15:45:00+02:00";"0.060"
"2026-03-10T16:00:00+02:00";"0.051"
"2026-03-10T16:15:00+02:00";"0.042"
"2026-03-10T16:30:00+02:00";"0.042"
"2026-03-10T16:45:00+02:00";"0.046"
"2026-03-10T17:00:00+02:00";"0.045"
"2026-03-10T17:15:00+02:00";"0.158"
"2026-03-10T17:30:00+02:00";"0.253"
"2026-03-10T17:45:00+02:00";"0.184"
"2026-03-10T18:00:00+02:00";"0.178"
"2026-03-10T18:15:00+02:00";"0.179"
"2026-03-10T18:30:00+02:00";"0.186"
"2026-03-10T18:45:00+02:00";"0.183"
"2026-03-10T19:00:00+02:00";"0.185"
"2026-03-10T19:15:00+02:00";"0.185"
"2026-03-10T19:30:00+02:00";"0.050"
"2026-03-10T19:45:00+02:00";"0.046"
"2026-03-10T20:00:00+02:00";"0.044"
"2026-03-10T20:15:00+02:00";"0.048"
"2026-03-10T20:30:00+02:00";"0.032"
"2026-03-10T20:45:00+02:00";"0.052"
"2026-03-10T21:00:00+02:00";"0.063"
"2026-03-10T21:15:00+02:00";"0.114"
"2026-03-10T21:30:00+02:00";"0.083"
"2026-03-10T21:45:00+02:00";"0.062"
"2026-03-10T22:00:00+02:00";"0.064"
"2026-03-10T22:15:00+02:00";"0.080"
"2026-03-10T22:30:00+02:00";"0.049"
"2026-03-10T22:45:00+02:00";"0.033"
"2026-03-10T23:00:00+02:00";"0.033"
"2026-03-10T23:15:00+02:00";"0.042"
"2026-03-10T23:30:00+02:00";"0.029"
"2026-03-10T23:45:00+02:00";"0.043"
"2026-03-11T00:00:00+02:00";"0.041"
"2026-03-11T00:15:00+02:00";"0.042"
"2026-03-11T00:30:00+02:00";"0.044"
"2026-03-11T00:45:00+02:00";"0.046"
"2026-03-11T01:00:00+02:00";"0.052"
"2026-03-11T01:15:00+02:00";"0.049"
"2026-03-11T01:30:00+02:00";"0.048"
"2026-03-11T01:45:00+02:00";"0.043"
"2026-03-11T02:00:00+02:00";"0.023"
"2026-03-11T02:15:00+02:00";"0.042"
"2026-03-11T02:30:00+02:00";"0.043"
"2026-03-11T02:45:00+02:00";"0.051"
"2026-03-11T03:00:00+02:00";"0.045"
"2026-03-11T03:15:00+02:00";"0.046"
"2026-03-11T03:30:00+02:00";"0.039"
"2026-03-11T03:45:00+02:00";"0.042"
"2026-03-11T04:00:00+02:00";"0.048"
"2026-03-11T04:15:00+02:00";"0.046"
"2026-03-11T04:30:00+02:00";"0.053"
"2026-03-11T04:45:00+02:00";"0.045"
"2026-03-11T05:00:00+02:00";"0.040"
"2026-03-11T05:15:00+02:00";"0.038"
"2026-03-11T05:30:00+02:00";"0.046"
"2026-03-11T05:45:00+02:00";"0.043"
"2026-03-11T06:00:00+02:00";"0.041"
"2026-03-11T06:15:00+02:00";"0.036"
"2026-03-11T06:30:00+02:00";"0.037"
"2026-03-11T06:45:00+02:00";"0.031"
"2026-03-11T07:00:00+02:00";"0.041"
"2026-03-11T07:15:00+02:00";"0.041"
"2026-03-11T07:30:00+02:00";"0.041"
"2026-03-11T07:45:00+02:00";"0.035"
"2026-03-11T08:00:00+02:00";"0.043"
"2026-03-11T08:15:00+02:00";"0.046"
"2026-03-11T08:30:00+02:00";"0.044"
"2026-03-11T08:45:00+02:00";"0.266"
"2026-03-11T09:00:00+02:00";"0.171"
"2026-03-11T09:15:00+02:00";"0.075"
"2026-03-11T09:30:00+02:00";"0.124"
"2026-03-11T09:45:00+02:00";"0.174"
"2026-03-11T10:00:00+02:00";"0.181"
"2026-03-11T10:15:00+02:00";"0.159"
"2026-03-11T10:30:00+02:00";"0.049"
"2026-03-11T10:45:00+02:00";"0.076"
"2026-03-11T11:00:00+02:00";"0.065"
"2026-03-11T11:15:00+02:00";"0.220"
"2026-03-11T11:30:00+02:00";"0.221"
"2026-03-11T11:45:00+02:00";"0.452"
"2026-03-11T12:00:00+02:00";"0.301"
"2026-03-11T12:15:00+02:00";"0.079"
"2026-03-11T12:30:00+02:00";"0.094"
"2026-03-11T12:45:00+02:00";"0.611"
"2026-03-11T13:00:00+02:00";"0.333"
"2026-03-11T13:15:00+02:00";"0.081"
"2026-03-11T13:30:00+02:00";"0.063"
"2026-03-11T13:45:00+02:00";"0.083"
"2026-03-11T14:00:00+02:00";"0.064"
"2026-03-11T14:15:00+02:00";"0.071"
"2026-03-11T14:30:00+02:00";"0.056"
"2026-03-11T14:45:00+02:00";"0.058"
"2026-03-11T15:00:00+02:00";"0.062"
"2026-03-11T15:15:00+02:00";"0.055"
"2026-03-11T15:30:00+02:00";"0.036"
"2026-03-11T15:45:00+02:00";"0.036"
"2026-03-11T16:00:00+02:00";"0.039"
"2026-03-11T16:15:00+02:00";"0.063"
"2026-03-11T16:30:00+02:00";"0.132"
"2026-03-11T16:45:00+02:00";"0.070"
"2026-03-11T17:00:00+02:00";"0.437"
"2026-03-11T17:15:00+02:00";"0.486"
"2026-03-11T17:30:00+02:00";"0.513"
"2026-03-11T17:45:00+02:00";"0.102"
"2026-03-11T18:00:00+02:00";"0.091"
"2026-03-11T18:15:00+02:00";"0.047"
"2026-03-11T18:30:00+02:00";"0.049"
"2026-03-11T18:45:00+02:00";"0.050"
"2026-03-11T19:00:00+02:00";"0.048"
"2026-03-11T19:15:00+02:00";"0.053"
"2026-03-11T19:30:00+02:00";"0.074"
"2026-03-11T19:45:00+02:00";"0.079"
"2026-03-11T20:00:00+02:00";"0.571"
"2026-03-11T20:15:00+02:00";"0.351"
"2026-03-11T20:30:00+02:00";"0.271"
"2026-03-11T20:45:00+02:00";"0.245"
"2026-03-11T21:00:00+02:00";"0.205"
"2026-03-11T21:15:00+02:00";"0.214"
"2026-03-11T21:30:00+02:00";"0.168"
"2026-03-11T21:45:00+02:00";"0.127"
"2026-03-11T22:00:00+02:00";"0.105"
"2026-03-11T22:15:00+02:00";"0.048"
"2026-03-11T22:30:00+02:00";"0.049"
"2026-03-11T22:45:00+02:00";"0.053"
"2026-03-11T23:00:00+02:00";"0.056"
"2026-03-11T23:15:00+02:00";"0.045"
"2026-03-11T23:30:00+02:00";"0.043"
"2026-03-11T23:45:00+02:00";"0.039"
"2026-03-12T00:00:00+02:00";"0.039"
"2026-03-12T00:15:00+02:00";"0.039"
"2026-03-12T00:30:00+02:00";"0.040"
"2026-03-12T00:45:00+02:00";"0.035"
"2026-03-12T01:00:00+02:00";"0.039"
"2026-03-12T01:15:00+02:00";"0.042"
"2026-03-12T01:30:00+02:00";"0.042"
"2026-03-12T01:45:00+02:00";"0.040"
"2026-03-12T02:00:00+02:00";"0.046"
"2026-03-12T02:15:00+02:00";"0.051"
"2026-03-12T02:30:00+02:00";"0.041"
"2026-03-12T02:45:00+02:00";"0.041"
"2026-03-12T03:00:00+02:00";"0.045"
"2026-03-12T03:15:00+02:00";"0.046"
"2026-03-12T03:30:00+02:00";"0.048"
"2026-03-12T03:45:00+02:00";"0.041"
"2026-03-12T04:00:00+02:00";"0.034"
"2026-03-12T04:15:00+02:00";"0.036"
"2026-03-12T04:30:00+02:00";"0.043"
"2026-03-12T04:45:00+02:00";"0.042"
"2026-03-12T05:00:00+02:00";"0.036"
"2026-03-12T05:15:00+02:00";"0.038"
"2026-03-12T05:30:00+02:00";"0.038"
"2026-03-12T05:45:00+02:00";"0.038"
"2026-03-12T06:00:00+02:00";"0.045"
"2026-03-12T06:15:00+02:00";"0.046"
"2026-03-12T06:30:00+02:00";"0.046"
"2026-03-12T06:45:00+02:00";"0.042"
"2026-03-12T07:00:00+02:00";"0.044"
"2026-03-12T07:15:00+02:00";"0.039"
"2026-03-12T07:30:00+02:00";"0.044"
"2026-03-12T07:45:00+02:00";"0.164"
"2026-03-12T08:00:00+02:00";"0.061"
"2026-03-12T08:15:00+02:00";"0.204"
"2026-03-12T08:30:00+02:00";"0.100"
"2026-03-12T08:45:00+02:00";"0.072"
"2026-03-12T09:00:00+02:00";"0.231"
"2026-03-12T09:15:00+02:00";"0.246"
"2026-03-12T09:30:00+02:00";"0.047"
"2026-03-12T09:45:00+02:00";"0.073"
"2026-03-12T10:00:00+02:00";"0.231"
"2026-03-12T10:15:00+02:00";"0.151"
"2026-03-12T10:30:00+02:00";"0.078"
"2026-03-12T10:45:00+02:00";"0.083"
"2026-03-12T11:00:00+02:00";"0.079"
"2026-03-12T11:15:00+02:00";"0.135"
"2026-03-12T11:30:00+02:00";"0.128"
"2026-03-12T11:45:00+02:00";"0.133"
"2026-03-12T12:00:00+02:00";"0.277"
"2026-03-12T12:15:00+02:00";"0.304"
"2026-03-12T12:30:00+02:00";"0.377"
"2026-03-12T12:45:00+02:00";"0.313"
"2026-03-12T13:00:00+02:00";"0.171"
"2026-03-12T13:15:00+02:00";"0.093"
"2026-03-12T13:30:00+02:00";"0.035"
"2026-03-12T13:45:00+02:00";"0.233"
"2026-03-12T14:00:00+02:00";"0.030"
"2026-03-12T14:15:00+02:00";"0.033"
"2026-03-12T14:30:00+02:00";"0.033"
"2026-03-12T14:45:00+02:00";"0.033"
"2026-03-12T15:00:00+02:00";"0.027"
"2026-03-12T15:15:00+02:00";"0.032"
"2026-03-12T15:30:00+02:00";"0.044"
"2026-03-12T15:45:00+02:00";"0.042"
"2026-03-12T16:00:00+02:00";"0.068"
"2026-03-12T16:15:00+02:00";"0.057"
"2026-03-12T16:30:00+02:00";"0.087"
"2026-03-12T16:45:00+02:00";"0.091"
"2026-03-12T17:00:00+02:00";"0.204"
"2026-03-12T17:15:00+02:00";"0.057"
"2026-03-12T17:30:00+02:00";"0.118"
"2026-03-12T17:45:00+02:00";"0.094"
"2026-03-12T18:00:00+02:00";"0.244"
"2026-03-12T18:15:00+02:00";"0.329"
"2026-03-12T18:30:00+02:00";"0.211"
"2026-03-12T18:45:00+02:00";"0.366"
"2026-03-12T19:00:00+02:00";"0.124"
"2026-03-12T19:15:00+02:00";"0.146"
"2026-03-12T19:30:00+02:00";"0.148"
"2026-03-12T19:45:00+02:00";"0.155"
"2026-03-12T20:00:00+02:00";"0.162"
"2026-03-12T20:15:00+02:00";"0.170"
"2026-03-12T20:30:00+02:00";"0.103"
"2026-03-12T20:45:00+02:00";"0.090"
"2026-03-12T21:00:00+02:00";"0.164"
"2026-03-12T21:15:00+02:00";"0.185"
"2026-03-12T21:30:00+02:00";"0.195"
"2026-03-12T21:45:00+02:00";"0.181"
"2026-03-12T22:00:00+02:00";"0.194"
"2026-03-12T22:15:00+02:00";"0.207"
"2026-03-12T22:30:00+02:00";"0.095"
"2026-03-12T22:45:00+02:00";"0.025"
"2026-03-12T23:00:00+02:00";"0.023"
"2026-03-12T23:15:00+02:00";"0.023"
"2026-03-12T23:30:00+02:00";"0.019"
"2026-03-12T23:45:00+02:00";"0.017"
"2026-03-13T00:00:00+02:00";"0.022"
"2026-03-13T00:15:00+02:00";"0.023"
"2026-03-13T00:30:00+02:00";"0.025"
"2026-03-13T00:45:00+02:00";"0.024"
"2026-03-13T01:00:00+02:00";"0.029"
"2026-03-13T01:15:00+02:00";"0.026"
"2026-03-13T01:30:00+02:00";"0.020"
"2026-03-13T01:45:00+02:00";"0.019"
"2026-03-13T02:00:00+02:00";"0.021"
"2026-03-13T02:15:00+02:00";"0.025"
"2026-03-13T02:30:00+02:00";"0.023"
